Using executor CodeLineTestExecutor with executor options:
{
	m_modulePath='/home/lukasbosshart/workspace/defects4j/bugs/csv_4_b/',
	m_sourceFolderPath='src/main/java',
	m_unitTestFolderPath='src/test/java',
	m_unitTestMethod='org.apache.commons.csv.CSVParserTest#testNoHeaderMap',
	m_expectedResult='java.lang.NullPointerException',
	m_compilationType=IN_MEMORY,
	m_logLevel=INFO,
	m_logCompilationErrors=false,
	m_logRuntimeErrors=false,
	m_multipleRuns=false,
	m_numberOfThreads=16,
	m_preSliceCode=false,
	m_graphAlgorithmFragmentLimit=0,
	m_graphAlgorithmEscalatingFragmentLimit=false,
}
############## RUNNING TEST NR. 0 ##############
Formatting code in source folder
:::: FAILED :::: size: 2835 / 2835 :::: Compiler calls: 2, compilation errors: 1, runtime errors: 0, failed runs: 1, ok runs: 0
:::: FAILED :::: size: 2791 / 2835 :::: Compiler calls: 109, compilation errors: 93, runtime errors: 0, failed runs: 2, ok runs: 0
:::: FAILED :::: size: 2791 / 2835 :::: Compiler calls: 116, compilation errors: 98, runtime errors: 0, failed runs: 3, ok runs: 0
:::: FAILED :::: size: 2747 / 2835 :::: Compiler calls: 150, compilation errors: 131, runtime errors: 0, failed runs: 4, ok runs: 0
:::: FAILED :::: size: 2747 / 2835 :::: Compiler calls: 151, compilation errors: 131, runtime errors: 0, failed runs: 5, ok runs: 0
:::: FAILED :::: size: 2703 / 2835 :::: Compiler calls: 212, compilation errors: 191, runtime errors: 0, failed runs: 6, ok runs: 0
:::: FAILED :::: size: 2658 / 2835 :::: Compiler calls: 274, compilation errors: 263, runtime errors: 0, failed runs: 7, ok runs: 0
:::: FAILED :::: size: 2636 / 2835 :::: Compiler calls: 399, compilation errors: 376, runtime errors: 0, failed runs: 8, ok runs: 0
:::: FAILED :::: size: 2636 / 2835 :::: Compiler calls: 408, compilation errors: 384, runtime errors: 0, failed runs: 9, ok runs: 0
:::: FAILED :::: size: 2614 / 2835 :::: Compiler calls: 473, compilation errors: 449, runtime errors: 0, failed runs: 10, ok runs: 0
:::: FAILED :::: size: 2592 / 2835 :::: Compiler calls: 583, compilation errors: 558, runtime errors: 0, failed runs: 11, ok runs: 0
:::: FAILED :::: size: 2592 / 2835 :::: Compiler calls: 584, compilation errors: 558, runtime errors: 0, failed runs: 12, ok runs: 0
:::: FAILED :::: size: 2591 / 2835 :::: Compiler calls: 603, compilation errors: 575, runtime errors: 0, failed runs: 13, ok runs: 0
:::: FAILED :::: size: 2570 / 2835 :::: Compiler calls: 696, compilation errors: 667, runtime errors: 0, failed runs: 14, ok runs: 0
:::: FAILED :::: size: 2569 / 2835 :::: Compiler calls: 704, compilation errors: 674, runtime errors: 0, failed runs: 15, ok runs: 0
:::: FAILED :::: size: 2547 / 2835 :::: Compiler calls: 812, compilation errors: 794, runtime errors: 0, failed runs: 16, ok runs: 0
:::: FAILED :::: size: 2547 / 2835 :::: Compiler calls: 812, compilation errors: 795, runtime errors: 0, failed runs: 17, ok runs: 0
:::: FAILED :::: size: 2524 / 2835 :::: Compiler calls: 927, compilation errors: 909, runtime errors: 0, failed runs: 18, ok runs: 0
:::: FAILED :::: size: 2513 / 2835 :::: Compiler calls: 1071, compilation errors: 1037, runtime errors: 0, failed runs: 19, ok runs: 0
:::: FAILED :::: size: 2513 / 2835 :::: Compiler calls: 1091, compilation errors: 1055, runtime errors: 1, failed runs: 20, ok runs: 0
:::: FAILED :::: size: 2502 / 2835 :::: Compiler calls: 1115, compilation errors: 1078, runtime errors: 1, failed runs: 21, ok runs: 0
:::: FAILED :::: size: 2502 / 2835 :::: Compiler calls: 1124, compilation errors: 1086, runtime errors: 2, failed runs: 22, ok runs: 0
:::: FAILED :::: size: 2491 / 2835 :::: Compiler calls: 1168, compilation errors: 1129, runtime errors: 3, failed runs: 23, ok runs: 0
:::: FAILED :::: size: 2480 / 2835 :::: Compiler calls: 1235, compilation errors: 1192, runtime errors: 4, failed runs: 24, ok runs: 0
:::: FAILED :::: size: 2480 / 2835 :::: Compiler calls: 1242, compilation errors: 1198, runtime errors: 4, failed runs: 25, ok runs: 0
:::: FAILED :::: size: 2480 / 2835 :::: Compiler calls: 1243, compilation errors: 1198, runtime errors: 4, failed runs: 26, ok runs: 0
:::: FAILED :::: size: 2469 / 2835 :::: Compiler calls: 1299, compilation errors: 1251, runtime errors: 6, failed runs: 27, ok runs: 0
:::: FAILED :::: size: 2469 / 2835 :::: Compiler calls: 1300, compilation errors: 1252, runtime errors: 6, failed runs: 28, ok runs: 0
:::: FAILED :::: size: 2469 / 2835 :::: Compiler calls: 1300, compilation errors: 1252, runtime errors: 6, failed runs: 29, ok runs: 0
:::: FAILED :::: size: 2469 / 2835 :::: Compiler calls: 1323, compilation errors: 1273, runtime errors: 6, failed runs: 30, ok runs: 0
:::: FAILED :::: size: 2458 / 2835 :::: Compiler calls: 1358, compilation errors: 1305, runtime errors: 7, failed runs: 31, ok runs: 0
:::: FAILED :::: size: 2458 / 2835 :::: Compiler calls: 1372, compilation errors: 1318, runtime errors: 7, failed runs: 32, ok runs: 0
:::: FAILED :::: size: 2447 / 2835 :::: Compiler calls: 1436, compilation errors: 1379, runtime errors: 9, failed runs: 33, ok runs: 0
:::: FAILED :::: size: 2447 / 2835 :::: Compiler calls: 1452, compilation errors: 1393, runtime errors: 10, failed runs: 34, ok runs: 0
:::: FAILED :::: size: 2447 / 2835 :::: Compiler calls: 1459, compilation errors: 1399, runtime errors: 10, failed runs: 35, ok runs: 0
:::: FAILED :::: size: 2436 / 2835 :::: Compiler calls: 1518, compilation errors: 1455, runtime errors: 12, failed runs: 36, ok runs: 0
:::: FAILED :::: size: 2436 / 2835 :::: Compiler calls: 1519, compilation errors: 1459, runtime errors: 12, failed runs: 37, ok runs: 0
:::: FAILED :::: size: 2425 / 2835 :::: Compiler calls: 1601, compilation errors: 1535, runtime errors: 13, failed runs: 38, ok runs: 0
:::: FAILED :::: size: 2414 / 2835 :::: Compiler calls: 1691, compilation errors: 1622, runtime errors: 15, failed runs: 39, ok runs: 0
:::: FAILED :::: size: 2403 / 2835 :::: Compiler calls: 1801, compilation errors: 1728, runtime errors: 18, failed runs: 40, ok runs: 0
:::: FAILED :::: size: 2403 / 2835 :::: Compiler calls: 1830, compilation errors: 1756, runtime errors: 18, failed runs: 41, ok runs: 0
:::: FAILED :::: size: 2392 / 2835 :::: Compiler calls: 1917, compilation errors: 1840, runtime errors: 20, failed runs: 42, ok runs: 0
:::: FAILED :::: size: 2381 / 2835 :::: Compiler calls: 2032, compilation errors: 1952, runtime errors: 22, failed runs: 43, ok runs: 0
:::: FAILED :::: size: 2370 / 2835 :::: Compiler calls: 2125, compilation errors: 2043, runtime errors: 24, failed runs: 44, ok runs: 0
:::: FAILED :::: size: 2370 / 2835 :::: Compiler calls: 2131, compilation errors: 2049, runtime errors: 24, failed runs: 45, ok runs: 0
:::: FAILED :::: size: 2370 / 2835 :::: Compiler calls: 2139, compilation errors: 2054, runtime errors: 24, failed runs: 46, ok runs: 0
:::: FAILED :::: size: 2370 / 2835 :::: Compiler calls: 2143, compilation errors: 2058, runtime errors: 24, failed runs: 47, ok runs: 0
:::: FAILED :::: size: 2370 / 2835 :::: Compiler calls: 2152, compilation errors: 2066, runtime errors: 24, failed runs: 48, ok runs: 0
:::: FAILED :::: size: 2359 / 2835 :::: Compiler calls: 2216, compilation errors: 2126, runtime errors: 26, failed runs: 49, ok runs: 0
