Using executor HDDTestExecutor with executor options:
{
	m_modulePath='/home/lukasbosshart/workspace/defects4j/bugs/jsoup_9_b/',
	m_sourceFolderPath='src/main/java/',
	m_unitTestFolderPath='src/test/java/',
	m_unitTestMethod='org.jsoup.nodes.EntitiesTest#unescape',
	m_expectedResult='org.junit.ComparisonFailure',
	m_compilationType=IN_MEMORY,
	m_logLevel=INFO,
	m_logCompilationErrors=false,
	m_logRuntimeErrors=false,
	m_multipleRuns=false,
	m_numberOfThreads=16,
	m_preSliceCode=false,
	m_graphAlgorithmFragmentLimit=0,
	m_graphAlgorithmEscalatingFragmentLimit=false,
}
Formatting code in source folder
Level: 0 :::: fragments: 28
Level: 1 :::: fragments: 173
Level: 2 :::: fragments: 1374
Level: 3 :::: fragments: 3537
Level: 4 :::: fragments: 4756
Level: 5 :::: fragments: 7117
Level: 6 :::: fragments: 2641
Level: 7 :::: fragments: 1788
Level: 8 :::: fragments: 1143
Level: 9 :::: fragments: 758
Level: 10 :::: fragments: 455
Level: 11 :::: fragments: 283
Level: 12 :::: fragments: 168
Level: 13 :::: fragments: 122
Level: 14 :::: fragments: 38
Level: 15 :::: fragments: 21
Level: 16 :::: fragments: 18
Level: 17 :::: fragments: 15
Level: 18 :::: fragments: 13
Level: 19 :::: fragments: 8
Level: 20 :::: fragments: 11
Level: 21 :::: fragments: 45
Level: 22 :::: fragments: 1
Total :::: fragments: 24513 out of 24513 originally
############## RUNNING TEST NR. 0 ##############
############## EXECUTING LVL 0-0 / 22 ##############
:::: FAILED :::: level: 0-0 / 22 :::: size: 28 / 28 :::: Compiler calls: 2, compilation errors: 1, runtime errors: 0, failed runs: 1, ok runs: 0
:::: FAILED :::: level: 0-0 / 22 :::: size: 27 / 28 :::: Compiler calls: 60, compilation errors: 48, runtime errors: 0, failed runs: 2, ok runs: 0
Level 0-0 / 22 took 9s 74ms
1111011111111111111111111111
############## After level 0-0 there are 24268 / 24513 fragments left :::: Compiler calls: 87, compilation errors: 85, runtime errors: 0, failed runs: 2, ok runs: 0
############## EXECUTING LVL 0-1 / 22 ##############
:::: FAILED :::: level: 0-1 / 22 :::: size: 164 / 165 :::: Compiler calls: 241, compilation errors: 224, runtime errors: 0, failed runs: 3, ok runs: 0
:::: FAILED :::: level: 0-1 / 22 :::: size: 164 / 165 :::: Compiler calls: 242, compilation errors: 225, runtime errors: 0, failed runs: 4, ok runs: 0
:::: FAILED :::: level: 0-1 / 22 :::: size: 163 / 165 :::: Compiler calls: 265, compilation errors: 247, runtime errors: 0, failed runs: 5, ok runs: 0
Level 0-1 / 22 took 18s 792ms
111111111101011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
############## After level 0-1 there are 24258 / 24513 fragments left :::: Compiler calls: 557, compilation errors: 552, runtime errors: 0, failed runs: 5, ok runs: 0
############## EXECUTING LVL 0-2 / 22 ##############
:::: FAILED :::: level: 0-2 / 22 :::: size: 1333 / 1335 :::: Compiler calls: 1253, compilation errors: 1233, runtime errors: 0, failed runs: 6, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1333 / 1335 :::: Compiler calls: 1255, compilation errors: 1240, runtime errors: 0, failed runs: 7, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1332 / 1335 :::: Compiler calls: 1273, compilation errors: 1256, runtime errors: 0, failed runs: 8, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1331 / 1335 :::: Compiler calls: 1438, compilation errors: 1418, runtime errors: 0, failed runs: 9, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1330 / 1335 :::: Compiler calls: 1447, compilation errors: 1429, runtime errors: 0, failed runs: 10, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1331 / 1335 :::: Compiler calls: 1464, compilation errors: 1443, runtime errors: 0, failed runs: 11, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1329 / 1335 :::: Compiler calls: 1615, compilation errors: 1591, runtime errors: 0, failed runs: 12, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1329 / 1335 :::: Compiler calls: 1627, compilation errors: 1608, runtime errors: 0, failed runs: 13, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1328 / 1335 :::: Compiler calls: 1639, compilation errors: 1614, runtime errors: 0, failed runs: 14, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1327 / 1335 :::: Compiler calls: 1792, compilation errors: 1766, runtime errors: 0, failed runs: 15, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1326 / 1335 :::: Compiler calls: 1799, compilation errors: 1773, runtime errors: 0, failed runs: 16, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1324 / 1335 :::: Compiler calls: 1986, compilation errors: 1957, runtime errors: 0, failed runs: 17, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1324 / 1335 :::: Compiler calls: 2001, compilation errors: 1973, runtime errors: 0, failed runs: 18, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1325 / 1335 :::: Compiler calls: 2008, compilation errors: 1978, runtime errors: 0, failed runs: 19, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1322 / 1335 :::: Compiler calls: 2178, compilation errors: 2146, runtime errors: 0, failed runs: 20, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1321 / 1335 :::: Compiler calls: 2207, compilation errors: 2173, runtime errors: 0, failed runs: 21, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1320 / 1335 :::: Compiler calls: 2376, compilation errors: 2344, runtime errors: 0, failed runs: 22, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1320 / 1335 :::: Compiler calls: 2380, compilation errors: 2349, runtime errors: 0, failed runs: 23, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1319 / 1335 :::: Compiler calls: 2397, compilation errors: 2364, runtime errors: 0, failed runs: 24, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1318 / 1335 :::: Compiler calls: 2570, compilation errors: 2532, runtime errors: 0, failed runs: 25, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1317 / 1335 :::: Compiler calls: 2573, compilation errors: 2539, runtime errors: 0, failed runs: 26, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1316 / 1335 :::: Compiler calls: 2756, compilation errors: 2719, runtime errors: 0, failed runs: 27, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1315 / 1335 :::: Compiler calls: 2756, compilation errors: 2720, runtime errors: 0, failed runs: 28, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1313 / 1335 :::: Compiler calls: 2957, compilation errors: 2920, runtime errors: 0, failed runs: 29, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1311 / 1335 :::: Compiler calls: 3198, compilation errors: 3160, runtime errors: 0, failed runs: 30, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1309 / 1335 :::: Compiler calls: 3525, compilation errors: 3479, runtime errors: 0, failed runs: 31, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1307 / 1335 :::: Compiler calls: 3946, compilation errors: 3899, runtime errors: 0, failed runs: 32, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1305 / 1335 :::: Compiler calls: 4334, compilation errors: 4288, runtime errors: 0, failed runs: 33, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1305 / 1335 :::: Compiler calls: 4335, compilation errors: 4291, runtime errors: 0, failed runs: 34, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1303 / 1335 :::: Compiler calls: 4708, compilation errors: 4667, runtime errors: 0, failed runs: 35, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1301 / 1335 :::: Compiler calls: 5169, compilation errors: 5125, runtime errors: 0, failed runs: 36, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1301 / 1335 :::: Compiler calls: 5170, compilation errors: 5125, runtime errors: 0, failed runs: 37, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1301 / 1335 :::: Compiler calls: 5189, compilation errors: 5142, runtime errors: 0, failed runs: 38, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1301 / 1335 :::: Compiler calls: 5189, compilation errors: 5142, runtime errors: 0, failed runs: 39, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1301 / 1335 :::: Compiler calls: 5197, compilation errors: 5147, runtime errors: 0, failed runs: 40, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1299 / 1335 :::: Compiler calls: 5567, compilation errors: 5513, runtime errors: 0, failed runs: 41, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1297 / 1335 :::: Compiler calls: 6025, compilation errors: 5969, runtime errors: 0, failed runs: 42, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1296 / 1335 :::: Compiler calls: 6034, compilation errors: 5980, runtime errors: 0, failed runs: 43, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1297 / 1335 :::: Compiler calls: 6038, compilation errors: 5987, runtime errors: 0, failed runs: 44, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1296 / 1335 :::: Compiler calls: 6039, compilation errors: 5988, runtime errors: 0, failed runs: 45, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1297 / 1335 :::: Compiler calls: 6048, compilation errors: 5990, runtime errors: 0, failed runs: 46, ok runs: 0
:::: FAILED :::: level: 0-2 / 22 :::: size: 1294 / 1335 :::: Compiler calls: 6480, compilation errors: 6420, runtime errors: 0, failed runs: 47, ok runs: 0
