Using executor CodeLineTestExecutor with executor options:
{
	m_modulePath='/home/lukasbosshart/workspace/defects4j/bugs/gson_6_b/',
	m_sourceFolderPath='gson/src/main/java/',
	m_unitTestFolderPath='gson/src/test/java/',
	m_unitTestMethod='com.google.gson.regression.JsonAdapterNullSafeTest#testNullSafeBugSerialize',
	m_expectedResult='java.lang.NullPointerException',
	m_compilationType=IN_MEMORY,
	m_logLevel=INFO,
	m_logCompilationErrors=false,
	m_logRuntimeErrors=false,
	m_multipleRuns=false,
	m_numberOfThreads=16,
	m_preSliceCode=false,
	m_graphAlgorithmFragmentLimit=0,
	m_graphAlgorithmEscalatingFragmentLimit=false,
}
############## RUNNING TEST NR. 0 ##############
Formatting code in source folder
:::: FAILED :::: size: 14646 / 14646 :::: Compiler calls: 2, compilation errors: 1, runtime errors: 0, failed runs: 1, ok runs: 0
:::: FAILED :::: size: 14532 / 14646 :::: Compiler calls: 256, compilation errors: 252, runtime errors: 0, failed runs: 2, ok runs: 0
:::: FAILED :::: size: 14475 / 14646 :::: Compiler calls: 596, compilation errors: 578, runtime errors: 0, failed runs: 3, ok runs: 0
:::: FAILED :::: size: 14475 / 14646 :::: Compiler calls: 597, compilation errors: 588, runtime errors: 0, failed runs: 4, ok runs: 0
:::: FAILED :::: size: 14418 / 14646 :::: Compiler calls: 788, compilation errors: 769, runtime errors: 0, failed runs: 5, ok runs: 0
:::: FAILED :::: size: 14361 / 14646 :::: Compiler calls: 1041, compilation errors: 1020, runtime errors: 0, failed runs: 6, ok runs: 0
:::: FAILED :::: size: 14360 / 14646 :::: Compiler calls: 1042, compilation errors: 1024, runtime errors: 0, failed runs: 7, ok runs: 0
:::: FAILED :::: size: 14361 / 14646 :::: Compiler calls: 1042, compilation errors: 1027, runtime errors: 0, failed runs: 8, ok runs: 0
:::: FAILED :::: size: 14304 / 14646 :::: Compiler calls: 1285, compilation errors: 1261, runtime errors: 0, failed runs: 9, ok runs: 0
:::: FAILED :::: size: 14303 / 14646 :::: Compiler calls: 1286, compilation errors: 1263, runtime errors: 0, failed runs: 10, ok runs: 0
:::: FAILED :::: size: 14246 / 14646 :::: Compiler calls: 1536, compilation errors: 1520, runtime errors: 0, failed runs: 11, ok runs: 0
:::: FAILED :::: size: 14246 / 14646 :::: Compiler calls: 1536, compilation errors: 1524, runtime errors: 0, failed runs: 12, ok runs: 0
:::: FAILED :::: size: 14188 / 14646 :::: Compiler calls: 1785, compilation errors: 1772, runtime errors: 0, failed runs: 13, ok runs: 0
:::: FAILED :::: size: 14159 / 14646 :::: Compiler calls: 2132, compilation errors: 2103, runtime errors: 0, failed runs: 14, ok runs: 0
:::: FAILED :::: size: 14159 / 14646 :::: Compiler calls: 2133, compilation errors: 2111, runtime errors: 0, failed runs: 15, ok runs: 0
:::: FAILED :::: size: 14159 / 14646 :::: Compiler calls: 2133, compilation errors: 2114, runtime errors: 0, failed runs: 16, ok runs: 0
:::: FAILED :::: size: 14159 / 14646 :::: Compiler calls: 2133, compilation errors: 2114, runtime errors: 0, failed runs: 17, ok runs: 0
