Using executor CodeLineTestExecutor with executor options:
{
	m_modulePath='/home/lukasbosshart/workspace/defects4j/bugs/gson_6_b/',
	m_sourceFolderPath='gson/src/main/java/',
	m_unitTestFolderPath='gson/src/test/java/',
	m_unitTestMethod='com.google.gson.regression.JsonAdapterNullSafeTest#testNullSafeBugSerialize',
	m_expectedResult='java.lang.NullPointerException',
	m_compilationType=IN_MEMORY,
	m_logLevel=INFO,
	m_logCompilationErrors=false,
	m_logRuntimeErrors=false,
	m_multipleRuns=false,
	m_numberOfThreads=16,
	m_preSliceCode=false,
	m_graphAlgorithmFragmentLimit=0,
	m_graphAlgorithmEscalatingFragmentLimit=false,
}
############## RUNNING TEST NR. 0 ##############
Formatting code in source folder
:::: FAILED :::: size: 14646 / 14646 :::: Compiler calls: 2, compilation errors: 1, runtime errors: 0, failed runs: 1, ok runs: 0
:::: FAILED :::: size: 14532 / 14646 :::: Compiler calls: 256, compilation errors: 251, runtime errors: 0, failed runs: 2, ok runs: 0
:::: FAILED :::: size: 14475 / 14646 :::: Compiler calls: 578, compilation errors: 560, runtime errors: 0, failed runs: 3, ok runs: 0
:::: FAILED :::: size: 14475 / 14646 :::: Compiler calls: 609, compilation errors: 590, runtime errors: 0, failed runs: 4, ok runs: 0
:::: FAILED :::: size: 14418 / 14646 :::: Compiler calls: 797, compilation errors: 777, runtime errors: 0, failed runs: 5, ok runs: 0
:::: FAILED :::: size: 14418 / 14646 :::: Compiler calls: 798, compilation errors: 782, runtime errors: 0, failed runs: 6, ok runs: 0
:::: FAILED :::: size: 14418 / 14646 :::: Compiler calls: 798, compilation errors: 787, runtime errors: 0, failed runs: 7, ok runs: 0
:::: FAILED :::: size: 14417 / 14646 :::: Compiler calls: 798, compilation errors: 789, runtime errors: 0, failed runs: 8, ok runs: 0
:::: FAILED :::: size: 14361 / 14646 :::: Compiler calls: 1016, compilation errors: 992, runtime errors: 0, failed runs: 9, ok runs: 0
:::: FAILED :::: size: 14361 / 14646 :::: Compiler calls: 1017, compilation errors: 1006, runtime errors: 0, failed runs: 10, ok runs: 0
:::: FAILED :::: size: 14360 / 14646 :::: Compiler calls: 1017, compilation errors: 1006, runtime errors: 0, failed runs: 11, ok runs: 0
:::: FAILED :::: size: 14303 / 14646 :::: Compiler calls: 1258, compilation errors: 1231, runtime errors: 0, failed runs: 12, ok runs: 0
:::: FAILED :::: size: 14304 / 14646 :::: Compiler calls: 1259, compilation errors: 1234, runtime errors: 0, failed runs: 13, ok runs: 0
:::: FAILED :::: size: 14245 / 14646 :::: Compiler calls: 1504, compilation errors: 1476, runtime errors: 0, failed runs: 14, ok runs: 0
:::: FAILED :::: size: 14187 / 14646 :::: Compiler calls: 1755, compilation errors: 1740, runtime errors: 0, failed runs: 15, ok runs: 0
:::: FAILED :::: size: 14158 / 14646 :::: Compiler calls: 2100, compilation errors: 2069, runtime errors: 0, failed runs: 16, ok runs: 0
:::: FAILED :::: size: 14158 / 14646 :::: Compiler calls: 2101, compilation errors: 2070, runtime errors: 0, failed runs: 17, ok runs: 0
:::: FAILED :::: size: 14158 / 14646 :::: Compiler calls: 2101, compilation errors: 2079, runtime errors: 0, failed runs: 18, ok runs: 0
:::: FAILED :::: size: 14158 / 14646 :::: Compiler calls: 2101, compilation errors: 2081, runtime errors: 0, failed runs: 19, ok runs: 0
:::: FAILED :::: size: 14158 / 14646 :::: Compiler calls: 2101, compilation errors: 2081, runtime errors: 0, failed runs: 20, ok runs: 0
:::: FAILED :::: size: 14129 / 14646 :::: Compiler calls: 2214, compilation errors: 2178, runtime errors: 0, failed runs: 21, ok runs: 0
:::: FAILED :::: size: 14129 / 14646 :::: Compiler calls: 2215, compilation errors: 2188, runtime errors: 0, failed runs: 22, ok runs: 0
:::: FAILED :::: size: 14129 / 14646 :::: Compiler calls: 2215, compilation errors: 2188, runtime errors: 0, failed runs: 23, ok runs: 0
:::: FAILED :::: size: 14129 / 14646 :::: Compiler calls: 2215, compilation errors: 2188, runtime errors: 0, failed runs: 24, ok runs: 0
:::: FAILED :::: size: 14100 / 14646 :::: Compiler calls: 2338, compilation errors: 2299, runtime errors: 0, failed runs: 25, ok runs: 0
:::: FAILED :::: size: 14100 / 14646 :::: Compiler calls: 2340, compilation errors: 2307, runtime errors: 0, failed runs: 26, ok runs: 0
:::: FAILED :::: size: 14100 / 14646 :::: Compiler calls: 2340, compilation errors: 2309, runtime errors: 0, failed runs: 27, ok runs: 0
:::: FAILED :::: size: 14071 / 14646 :::: Compiler calls: 2478, compilation errors: 2436, runtime errors: 0, failed runs: 28, ok runs: 0
:::: FAILED :::: size: 14071 / 14646 :::: Compiler calls: 2479, compilation errors: 2438, runtime errors: 0, failed runs: 29, ok runs: 0
