Using executor CodeLineTestExecutor with executor options:
{
	m_modulePath='/home/lukasbosshart/workspace/defects4j/bugs/cli_1_b/',
	m_sourceFolderPath='src/java/',
	m_unitTestFolderPath='src/test/',
	m_unitTestMethod='org.apache.commons.cli.bug.BugCLI13Test#testCLI13',
	m_expectedResult='junit.framework.AssertionFailedError',
	m_compilationType=IN_MEMORY,
	m_logLevel=INFO,
	m_logCompilationErrors=false,
	m_logRuntimeErrors=false,
	m_multipleRuns=false,
	m_numberOfThreads=16,
	m_preSliceCode=false,
	m_graphAlgorithmFragmentLimit=0,
	m_graphAlgorithmEscalatingFragmentLimit=false,
}
############## RUNNING TEST NR. 0 ##############
Formatting code in source folder
:::: FAILED :::: size: 4045 / 4045 :::: Compiler calls: 2, compilation errors: 1, runtime errors: 0, failed runs: 1, ok runs: 0
:::: FAILED :::: size: 4014 / 4045 :::: Compiler calls: 196, compilation errors: 179, runtime errors: 0, failed runs: 2, ok runs: 0
:::: FAILED :::: size: 4013 / 4045 :::: Compiler calls: 197, compilation errors: 184, runtime errors: 0, failed runs: 3, ok runs: 0
:::: FAILED :::: size: 4013 / 4045 :::: Compiler calls: 198, compilation errors: 186, runtime errors: 0, failed runs: 4, ok runs: 0
:::: FAILED :::: size: 3982 / 4045 :::: Compiler calls: 257, compilation errors: 239, runtime errors: 0, failed runs: 5, ok runs: 0
:::: FAILED :::: size: 3982 / 4045 :::: Compiler calls: 259, compilation errors: 245, runtime errors: 0, failed runs: 6, ok runs: 0
:::: FAILED :::: size: 3982 / 4045 :::: Compiler calls: 265, compilation errors: 246, runtime errors: 0, failed runs: 7, ok runs: 0
:::: FAILED :::: size: 3983 / 4045 :::: Compiler calls: 267, compilation errors: 249, runtime errors: 0, failed runs: 8, ok runs: 0
:::: FAILED :::: size: 3950 / 4045 :::: Compiler calls: 312, compilation errors: 288, runtime errors: 0, failed runs: 9, ok runs: 0
:::: FAILED :::: size: 3950 / 4045 :::: Compiler calls: 330, compilation errors: 305, runtime errors: 0, failed runs: 10, ok runs: 0
:::: FAILED :::: size: 3951 / 4045 :::: Compiler calls: 336, compilation errors: 312, runtime errors: 0, failed runs: 11, ok runs: 0
:::: FAILED :::: size: 3918 / 4045 :::: Compiler calls: 395, compilation errors: 368, runtime errors: 0, failed runs: 12, ok runs: 0
:::: FAILED :::: size: 3919 / 4045 :::: Compiler calls: 396, compilation errors: 373, runtime errors: 0, failed runs: 13, ok runs: 0
:::: FAILED :::: size: 3887 / 4045 :::: Compiler calls: 477, compilation errors: 448, runtime errors: 0, failed runs: 14, ok runs: 0
:::: FAILED :::: size: 3887 / 4045 :::: Compiler calls: 478, compilation errors: 451, runtime errors: 0, failed runs: 15, ok runs: 0
:::: FAILED :::: size: 3855 / 4045 :::: Compiler calls: 571, compilation errors: 540, runtime errors: 0, failed runs: 16, ok runs: 0
:::: FAILED :::: size: 3839 / 4045 :::: Compiler calls: 739, compilation errors: 708, runtime errors: 0, failed runs: 17, ok runs: 0
:::: FAILED :::: size: 3839 / 4045 :::: Compiler calls: 744, compilation errors: 719, runtime errors: 0, failed runs: 18, ok runs: 0
:::: FAILED :::: size: 3839 / 4045 :::: Compiler calls: 753, compilation errors: 721, runtime errors: 0, failed runs: 19, ok runs: 0
:::: FAILED :::: size: 3839 / 4045 :::: Compiler calls: 755, compilation errors: 722, runtime errors: 0, failed runs: 20, ok runs: 0
:::: FAILED :::: size: 3839 / 4045 :::: Compiler calls: 766, compilation errors: 732, runtime errors: 0, failed runs: 21, ok runs: 0
:::: FAILED :::: size: 3823 / 4045 :::: Compiler calls: 778, compilation errors: 742, runtime errors: 0, failed runs: 22, ok runs: 0
:::: FAILED :::: size: 3823 / 4045 :::: Compiler calls: 780, compilation errors: 748, runtime errors: 0, failed runs: 23, ok runs: 0
:::: FAILED :::: size: 3823 / 4045 :::: Compiler calls: 783, compilation errors: 750, runtime errors: 0, failed runs: 24, ok runs: 0
:::: FAILED :::: size: 3807 / 4045 :::: Compiler calls: 831, compilation errors: 791, runtime errors: 0, failed runs: 25, ok runs: 0
:::: FAILED :::: size: 3807 / 4045 :::: Compiler calls: 842, compilation errors: 803, runtime errors: 0, failed runs: 26, ok runs: 0
:::: FAILED :::: size: 3807 / 4045 :::: Compiler calls: 850, compilation errors: 808, runtime errors: 0, failed runs: 27, ok runs: 0
:::: FAILED :::: size: 3807 / 4045 :::: Compiler calls: 851, compilation errors: 808, runtime errors: 0, failed runs: 28, ok runs: 0
:::: FAILED :::: size: 3791 / 4045 :::: Compiler calls: 873, compilation errors: 829, runtime errors: 0, failed runs: 29, ok runs: 0
:::: FAILED :::: size: 3775 / 4045 :::: Compiler calls: 933, compilation errors: 888, runtime errors: 0, failed runs: 30, ok runs: 0
:::: FAILED :::: size: 3775 / 4045 :::: Compiler calls: 933, compilation errors: 888, runtime errors: 0, failed runs: 31, ok runs: 0
:::: FAILED :::: size: 3759 / 4045 :::: Compiler calls: 991, compilation errors: 944, runtime errors: 0, failed runs: 32, ok runs: 0
:::: FAILED :::: size: 3759 / 4045 :::: Compiler calls: 992, compilation errors: 950, runtime errors: 0, failed runs: 33, ok runs: 0
:::: FAILED :::: size: 3743 / 4045 :::: Compiler calls: 1047, compilation errors: 998, runtime errors: 0, failed runs: 34, ok runs: 0
:::: FAILED :::: size: 3743 / 4045 :::: Compiler calls: 1048, compilation errors: 1008, runtime errors: 0, failed runs: 35, ok runs: 0
:::: FAILED :::: size: 3727 / 4045 :::: Compiler calls: 1096, compilation errors: 1045, runtime errors: 0, failed runs: 36, ok runs: 0
:::: FAILED :::: size: 3727 / 4045 :::: Compiler calls: 1097, compilation errors: 1048, runtime errors: 0, failed runs: 37, ok runs: 0
:::: FAILED :::: size: 3727 / 4045 :::: Compiler calls: 1106, compilation errors: 1054, runtime errors: 0, failed runs: 38, ok runs: 0
:::: FAILED :::: size: 3711 / 4045 :::: Compiler calls: 1142, compilation errors: 1088, runtime errors: 0, failed runs: 39, ok runs: 0
:::: FAILED :::: size: 3695 / 4045 :::: Compiler calls: 1225, compilation errors: 1172, runtime errors: 0, failed runs: 40, ok runs: 0
:::: FAILED :::: size: 3695 / 4045 :::: Compiler calls: 1228, compilation errors: 1175, runtime errors: 0, failed runs: 41, ok runs: 0
:::: FAILED :::: size: 3695 / 4045 :::: Compiler calls: 1228, compilation errors: 1176, runtime errors: 0, failed runs: 42, ok runs: 0
:::: FAILED :::: size: 3679 / 4045 :::: Compiler calls: 1318, compilation errors: 1260, runtime errors: 0, failed runs: 43, ok runs: 0
:::: FAILED :::: size: 3679 / 4045 :::: Compiler calls: 1320, compilation errors: 1261, runtime errors: 0, failed runs: 44, ok runs: 0
:::: FAILED :::: size: 3679 / 4045 :::: Compiler calls: 1320, compilation errors: 1268, runtime errors: 0, failed runs: 45, ok runs: 0
:::: FAILED :::: size: 3679 / 4045 :::: Compiler calls: 1343, compilation errors: 1284, runtime errors: 0, failed runs: 46, ok runs: 0
:::: FAILED :::: size: 3663 / 4045 :::: Compiler calls: 1415, compilation errors: 1353, runtime errors: 0, failed runs: 47, ok runs: 0
:::: FAILED :::: size: 3663 / 4045 :::: Compiler calls: 1416, compilation errors: 1358, runtime errors: 0, failed runs: 48, ok runs: 0
:::: FAILED :::: size: 3647 / 4045 :::: Compiler calls: 1518, compilation errors: 1455, runtime errors: 0, failed runs: 49, ok runs: 0
:::: FAILED :::: size: 3647 / 4045 :::: Compiler calls: 1525, compilation errors: 1466, runtime errors: 0, failed runs: 50, ok runs: 0
