Using executor CodeLineTestExecutor with executor options:
{
	m_modulePath='/home/lukasbosshart/workspace/defects4j/bugs/gson_6_b/',
	m_sourceFolderPath='gson/src/main/java/',
	m_unitTestFolderPath='gson/src/test/java/',
	m_unitTestMethod='com.google.gson.regression.JsonAdapterNullSafeTest#testNullSafeBugSerialize',
	m_expectedResult='java.lang.NullPointerException',
	m_compilationType=IN_MEMORY,
	m_logLevel=INFO,
	m_logCompilationErrors=false,
	m_logRuntimeErrors=false,
	m_multipleRuns=false,
	m_numberOfThreads=16,
	m_preSliceCode=false,
	m_graphAlgorithmFragmentLimit=0,
	m_graphAlgorithmEscalatingFragmentLimit=false,
}
############## RUNNING TEST NR. 0 ##############
Formatting code in source folder
:::: FAILED :::: size: 14646 / 14646 :::: Compiler calls: 2, compilation errors: 1, runtime errors: 0, failed runs: 1, ok runs: 0
:::: FAILED :::: size: 14532 / 14646 :::: Compiler calls: 256, compilation errors: 253, runtime errors: 0, failed runs: 2, ok runs: 0
:::: FAILED :::: size: 14475 / 14646 :::: Compiler calls: 580, compilation errors: 562, runtime errors: 0, failed runs: 3, ok runs: 0
:::: FAILED :::: size: 14475 / 14646 :::: Compiler calls: 642, compilation errors: 624, runtime errors: 0, failed runs: 4, ok runs: 0
:::: FAILED :::: size: 14418 / 14646 :::: Compiler calls: 789, compilation errors: 770, runtime errors: 0, failed runs: 5, ok runs: 0
:::: FAILED :::: size: 14418 / 14646 :::: Compiler calls: 809, compilation errors: 788, runtime errors: 0, failed runs: 6, ok runs: 0
:::: FAILED :::: size: 14417 / 14646 :::: Compiler calls: 835, compilation errors: 814, runtime errors: 0, failed runs: 7, ok runs: 0
:::: FAILED :::: size: 14418 / 14646 :::: Compiler calls: 848, compilation errors: 825, runtime errors: 0, failed runs: 8, ok runs: 0
:::: FAILED :::: size: 14361 / 14646 :::: Compiler calls: 1039, compilation errors: 1015, runtime errors: 0, failed runs: 9, ok runs: 0
:::: FAILED :::: size: 14360 / 14646 :::: Compiler calls: 1039, compilation errors: 1021, runtime errors: 0, failed runs: 10, ok runs: 0
:::: FAILED :::: size: 14361 / 14646 :::: Compiler calls: 1039, compilation errors: 1025, runtime errors: 0, failed runs: 11, ok runs: 0
:::: FAILED :::: size: 14360 / 14646 :::: Compiler calls: 1078, compilation errors: 1051, runtime errors: 0, failed runs: 12, ok runs: 0
:::: FAILED :::: size: 14303 / 14646 :::: Compiler calls: 1284, compilation errors: 1256, runtime errors: 0, failed runs: 13, ok runs: 0
:::: FAILED :::: size: 14304 / 14646 :::: Compiler calls: 1284, compilation errors: 1268, runtime errors: 0, failed runs: 14, ok runs: 0
:::: FAILED :::: size: 14245 / 14646 :::: Compiler calls: 1534, compilation errors: 1516, runtime errors: 0, failed runs: 15, ok runs: 0
:::: FAILED :::: size: 14245 / 14646 :::: Compiler calls: 1534, compilation errors: 1518, runtime errors: 0, failed runs: 16, ok runs: 0
:::: FAILED :::: size: 14187 / 14646 :::: Compiler calls: 1783, compilation errors: 1766, runtime errors: 0, failed runs: 17, ok runs: 0
:::: FAILED :::: size: 14158 / 14646 :::: Compiler calls: 2122, compilation errors: 2089, runtime errors: 0, failed runs: 18, ok runs: 0
:::: FAILED :::: size: 14158 / 14646 :::: Compiler calls: 2123, compilation errors: 2098, runtime errors: 0, failed runs: 19, ok runs: 0
:::: FAILED :::: size: 14158 / 14646 :::: Compiler calls: 2123, compilation errors: 2099, runtime errors: 0, failed runs: 20, ok runs: 0
:::: FAILED :::: size: 14158 / 14646 :::: Compiler calls: 2139, compilation errors: 2103, runtime errors: 0, failed runs: 21, ok runs: 0
:::: FAILED :::: size: 14158 / 14646 :::: Compiler calls: 2153, compilation errors: 2116, runtime errors: 0, failed runs: 22, ok runs: 0
:::: FAILED :::: size: 14129 / 14646 :::: Compiler calls: 2224, compilation errors: 2186, runtime errors: 0, failed runs: 23, ok runs: 0
:::: FAILED :::: size: 14129 / 14646 :::: Compiler calls: 2224, compilation errors: 2194, runtime errors: 0, failed runs: 24, ok runs: 0
:::: FAILED :::: size: 14129 / 14646 :::: Compiler calls: 2241, compilation errors: 2201, runtime errors: 0, failed runs: 25, ok runs: 0
:::: FAILED :::: size: 14129 / 14646 :::: Compiler calls: 2248, compilation errors: 2209, runtime errors: 0, failed runs: 26, ok runs: 0
:::: FAILED :::: size: 14100 / 14646 :::: Compiler calls: 2335, compilation errors: 2293, runtime errors: 0, failed runs: 27, ok runs: 0
:::: FAILED :::: size: 14100 / 14646 :::: Compiler calls: 2335, compilation errors: 2302, runtime errors: 0, failed runs: 28, ok runs: 0
:::: FAILED :::: size: 14100 / 14646 :::: Compiler calls: 2335, compilation errors: 2302, runtime errors: 0, failed runs: 29, ok runs: 0
:::: FAILED :::: size: 14071 / 14646 :::: Compiler calls: 2477, compilation errors: 2432, runtime errors: 0, failed runs: 30, ok runs: 0
:::: FAILED :::: size: 14071 / 14646 :::: Compiler calls: 2477, compilation errors: 2436, runtime errors: 0, failed runs: 31, ok runs: 0
:::: FAILED :::: size: 14072 / 14646 :::: Compiler calls: 2530, compilation errors: 2483, runtime errors: 0, failed runs: 32, ok runs: 0
:::: FAILED :::: size: 14042 / 14646 :::: Compiler calls: 2619, compilation errors: 2572, runtime errors: 0, failed runs: 33, ok runs: 0
:::: FAILED :::: size: 14043 / 14646 :::: Compiler calls: 2656, compilation errors: 2608, runtime errors: 0, failed runs: 34, ok runs: 0
:::: FAILED :::: size: 14014 / 14646 :::: Compiler calls: 2836, compilation errors: 2786, runtime errors: 0, failed runs: 35, ok runs: 0
:::: FAILED :::: size: 14014 / 14646 :::: Compiler calls: 2836, compilation errors: 2786, runtime errors: 0, failed runs: 36, ok runs: 0
:::: FAILED :::: size: 14013 / 14646 :::: Compiler calls: 2836, compilation errors: 2794, runtime errors: 0, failed runs: 37, ok runs: 0
:::: FAILED :::: size: 13985 / 14646 :::: Compiler calls: 3056, compilation errors: 3004, runtime errors: 0, failed runs: 38, ok runs: 0
:::: FAILED :::: size: 13985 / 14646 :::: Compiler calls: 3057, compilation errors: 3013, runtime errors: 0, failed runs: 39, ok runs: 0
:::: FAILED :::: size: 13957 / 14646 :::: Compiler calls: 3260, compilation errors: 3206, runtime errors: 0, failed runs: 40, ok runs: 0
:::: FAILED :::: size: 13956 / 14646 :::: Compiler calls: 3278, compilation errors: 3223, runtime errors: 0, failed runs: 41, ok runs: 0
:::: FAILED :::: size: 13928 / 14646 :::: Compiler calls: 3475, compilation errors: 3419, runtime errors: 0, failed runs: 42, ok runs: 0
:::: FAILED :::: size: 13928 / 14646 :::: Compiler calls: 3475, compilation errors: 3427, runtime errors: 0, failed runs: 43, ok runs: 0
:::: FAILED :::: size: 13899 / 14646 :::: Compiler calls: 3728, compilation errors: 3669, runtime errors: 0, failed runs: 44, ok runs: 0
:::: FAILED :::: size: 13900 / 14646 :::: Compiler calls: 3741, compilation errors: 3681, runtime errors: 0, failed runs: 45, ok runs: 0
:::: FAILED :::: size: 13900 / 14646 :::: Compiler calls: 3770, compilation errors: 3709, runtime errors: 0, failed runs: 46, ok runs: 0
:::: FAILED :::: size: 13899 / 14646 :::: Compiler calls: 3780, compilation errors: 3718, runtime errors: 0, failed runs: 47, ok runs: 0
:::: FAILED :::: size: 13871 / 14646 :::: Compiler calls: 3995, compilation errors: 3932, runtime errors: 0, failed runs: 48, ok runs: 0
:::: FAILED :::: size: 13870 / 14646 :::: Compiler calls: 3995, compilation errors: 3937, runtime errors: 0, failed runs: 49, ok runs: 0
:::: FAILED :::: size: 13870 / 14646 :::: Compiler calls: 3995, compilation errors: 3938, runtime errors: 0, failed runs: 50, ok runs: 0
:::: FAILED :::: size: 13871 / 14646 :::: Compiler calls: 3995, compilation errors: 3938, runtime errors: 0, failed runs: 51, ok runs: 0
:::: FAILED :::: size: 13871 / 14646 :::: Compiler calls: 4001, compilation errors: 3939, runtime errors: 0, failed runs: 52, ok runs: 0
:::: FAILED :::: size: 13870 / 14646 :::: Compiler calls: 4050, compilation errors: 3982, runtime errors: 0, failed runs: 53, ok runs: 0
:::: FAILED :::: size: 13842 / 14646 :::: Compiler calls: 4255, compilation errors: 4186, runtime errors: 0, failed runs: 54, ok runs: 0
:::: FAILED :::: size: 13842 / 14646 :::: Compiler calls: 4264, compilation errors: 4194, runtime errors: 0, failed runs: 55, ok runs: 0
:::: FAILED :::: size: 13842 / 14646 :::: Compiler calls: 4273, compilation errors: 4202, runtime errors: 0, failed runs: 56, ok runs: 0
:::: FAILED :::: size: 13843 / 14646 :::: Compiler calls: 4278, compilation errors: 4206, runtime errors: 0, failed runs: 57, ok runs: 0
:::: FAILED :::: size: 13843 / 14646 :::: Compiler calls: 4296, compilation errors: 4224, runtime errors: 0, failed runs: 58, ok runs: 0
:::: FAILED :::: size: 13814 / 14646 :::: Compiler calls: 4523, compilation errors: 4449, runtime errors: 0, failed runs: 59, ok runs: 0
:::: FAILED :::: size: 13813 / 14646 :::: Compiler calls: 4523, compilation errors: 4453, runtime errors: 0, failed runs: 60, ok runs: 0
:::: FAILED :::: size: 13814 / 14646 :::: Compiler calls: 4523, compilation errors: 4455, runtime errors: 0, failed runs: 61, ok runs: 0
:::: FAILED :::: size: 13813 / 14646 :::: Compiler calls: 4523, compilation errors: 4457, runtime errors: 0, failed runs: 62, ok runs: 0
:::: FAILED :::: size: 13813 / 14646 :::: Compiler calls: 4523, compilation errors: 4459, runtime errors: 0, failed runs: 63, ok runs: 0
:::: FAILED :::: size: 13786 / 14646 :::: Compiler calls: 4803, compilation errors: 4725, runtime errors: 0, failed runs: 64, ok runs: 0
:::: FAILED :::: size: 13785 / 14646 :::: Compiler calls: 4803, compilation errors: 4729, runtime errors: 0, failed runs: 65, ok runs: 0
:::: FAILED :::: size: 13786 / 14646 :::: Compiler calls: 4803, compilation errors: 4729, runtime errors: 0, failed runs: 66, ok runs: 0
:::: FAILED :::: size: 13785 / 14646 :::: Compiler calls: 4803, compilation errors: 4729, runtime errors: 0, failed runs: 67, ok runs: 0
:::: FAILED :::: size: 13786 / 14646 :::: Compiler calls: 4803, compilation errors: 4731, runtime errors: 0, failed runs: 68, ok runs: 0
:::: FAILED :::: size: 13785 / 14646 :::: Compiler calls: 4803, compilation errors: 4731, runtime errors: 0, failed runs: 69, ok runs: 0
:::: FAILED :::: size: 13786 / 14646 :::: Compiler calls: 4817, compilation errors: 4732, runtime errors: 0, failed runs: 70, ok runs: 0
:::: FAILED :::: size: 13758 / 14646 :::: Compiler calls: 5055, compilation errors: 4970, runtime errors: 0, failed runs: 71, ok runs: 0
:::: FAILED :::: size: 13757 / 14646 :::: Compiler calls: 5056, compilation errors: 4974, runtime errors: 0, failed runs: 72, ok runs: 0
:::: FAILED :::: size: 13758 / 14646 :::: Compiler calls: 5077, compilation errors: 4991, runtime errors: 0, failed runs: 73, ok runs: 0
:::: FAILED :::: size: 13757 / 14646 :::: Compiler calls: 5089, compilation errors: 5000, runtime errors: 0, failed runs: 74, ok runs: 0
:::: FAILED :::: size: 13730 / 14646 :::: Compiler calls: 5279, compilation errors: 5190, runtime errors: 0, failed runs: 75, ok runs: 0
:::: FAILED :::: size: 13729 / 14646 :::: Compiler calls: 5305, compilation errors: 5215, runtime errors: 0, failed runs: 76, ok runs: 0
:::: FAILED :::: size: 13701 / 14646 :::: Compiler calls: 5535, compilation errors: 5443, runtime errors: 0, failed runs: 77, ok runs: 0
:::: FAILED :::: size: 13701 / 14646 :::: Compiler calls: 5548, compilation errors: 5455, runtime errors: 0, failed runs: 78, ok runs: 0
:::: FAILED :::: size: 13702 / 14646 :::: Compiler calls: 5564, compilation errors: 5471, runtime errors: 0, failed runs: 79, ok runs: 0
