Using executor CodeLineTestExecutor with executor options:
{
	m_modulePath='/home/lukasbosshart/workspace/defects4j/bugs/jsoup_9_b/',
	m_sourceFolderPath='src/main/java/',
	m_unitTestFolderPath='src/test/java/',
	m_unitTestMethod='org.jsoup.nodes.EntitiesTest#unescape',
	m_expectedResult='org.junit.ComparisonFailure',
	m_compilationType=IN_MEMORY,
	m_logLevel=INFO,
	m_logCompilationErrors=false,
	m_logRuntimeErrors=false,
	m_multipleRuns=false,
	m_numberOfThreads=16,
	m_preSliceCode=false,
	m_graphAlgorithmFragmentLimit=0,
	m_graphAlgorithmEscalatingFragmentLimit=false,
}
############## RUNNING TEST NR. 0 ##############
Formatting code in source folder
:::: FAILED :::: size: 8071 / 8071 :::: Compiler calls: 2, compilation errors: 1, runtime errors: 0, failed runs: 1, ok runs: 0
:::: FAILED :::: size: 7567 / 8071 :::: Compiler calls: 32, compilation errors: 30, runtime errors: 0, failed runs: 2, ok runs: 0
:::: FAILED :::: size: 7441 / 8071 :::: Compiler calls: 137, compilation errors: 130, runtime errors: 0, failed runs: 3, ok runs: 0
:::: FAILED :::: size: 7378 / 8071 :::: Compiler calls: 313, compilation errors: 307, runtime errors: 0, failed runs: 4, ok runs: 0
:::: FAILED :::: size: 7347 / 8071 :::: Compiler calls: 582, compilation errors: 562, runtime errors: 0, failed runs: 5, ok runs: 0
:::: FAILED :::: size: 7346 / 8071 :::: Compiler calls: 583, compilation errors: 564, runtime errors: 0, failed runs: 6, ok runs: 0
:::: FAILED :::: size: 7346 / 8071 :::: Compiler calls: 583, compilation errors: 566, runtime errors: 0, failed runs: 7, ok runs: 0
:::: FAILED :::: size: 7316 / 8071 :::: Compiler calls: 742, compilation errors: 719, runtime errors: 0, failed runs: 8, ok runs: 0
:::: FAILED :::: size: 7315 / 8071 :::: Compiler calls: 743, compilation errors: 719, runtime errors: 0, failed runs: 9, ok runs: 0
:::: FAILED :::: size: 7284 / 8071 :::: Compiler calls: 900, compilation errors: 875, runtime errors: 0, failed runs: 10, ok runs: 0
:::: FAILED :::: size: 7253 / 8071 :::: Compiler calls: 1132, compilation errors: 1115, runtime errors: 0, failed runs: 11, ok runs: 0
:::: FAILED :::: size: 7253 / 8071 :::: Compiler calls: 1132, compilation errors: 1116, runtime errors: 0, failed runs: 12, ok runs: 0
:::: FAILED :::: size: 7253 / 8071 :::: Compiler calls: 1132, compilation errors: 1116, runtime errors: 0, failed runs: 13, ok runs: 0
:::: FAILED :::: size: 7221 / 8071 :::: Compiler calls: 1362, compilation errors: 1342, runtime errors: 0, failed runs: 14, ok runs: 0
:::: FAILED :::: size: 7222 / 8071 :::: Compiler calls: 1362, compilation errors: 1342, runtime errors: 0, failed runs: 15, ok runs: 0
:::: FAILED :::: size: 7190 / 8071 :::: Compiler calls: 1591, compilation errors: 1573, runtime errors: 0, failed runs: 16, ok runs: 0
:::: FAILED :::: size: 7174 / 8071 :::: Compiler calls: 1918, compilation errors: 1886, runtime errors: 0, failed runs: 17, ok runs: 0
:::: FAILED :::: size: 7158 / 8071 :::: Compiler calls: 2119, compilation errors: 2086, runtime errors: 0, failed runs: 18, ok runs: 0
:::: FAILED :::: size: 7142 / 8071 :::: Compiler calls: 2365, compilation errors: 2332, runtime errors: 0, failed runs: 19, ok runs: 0
:::: FAILED :::: size: 7142 / 8071 :::: Compiler calls: 2367, compilation errors: 2337, runtime errors: 0, failed runs: 20, ok runs: 0
:::: FAILED :::: size: 7142 / 8071 :::: Compiler calls: 2367, compilation errors: 2343, runtime errors: 0, failed runs: 21, ok runs: 0
:::: FAILED :::: size: 7126 / 8071 :::: Compiler calls: 2620, compilation errors: 2584, runtime errors: 0, failed runs: 22, ok runs: 0
:::: FAILED :::: size: 7126 / 8071 :::: Compiler calls: 2622, compilation errors: 2590, runtime errors: 0, failed runs: 23, ok runs: 0
:::: FAILED :::: size: 7110 / 8071 :::: Compiler calls: 2884, compilation errors: 2845, runtime errors: 0, failed runs: 24, ok runs: 0
:::: FAILED :::: size: 7111 / 8071 :::: Compiler calls: 2884, compilation errors: 2847, runtime errors: 0, failed runs: 25, ok runs: 0
:::: FAILED :::: size: 7095 / 8071 :::: Compiler calls: 3159, compilation errors: 3118, runtime errors: 0, failed runs: 26, ok runs: 0
:::: FAILED :::: size: 7094 / 8071 :::: Compiler calls: 3160, compilation errors: 3129, runtime errors: 0, failed runs: 27, ok runs: 0
:::: FAILED :::: size: 7080 / 8071 :::: Compiler calls: 3445, compilation errors: 3404, runtime errors: 0, failed runs: 28, ok runs: 0
:::: FAILED :::: size: 7079 / 8071 :::: Compiler calls: 3447, compilation errors: 3417, runtime errors: 0, failed runs: 29, ok runs: 0
:::: FAILED :::: size: 7065 / 8071 :::: Compiler calls: 3805, compilation errors: 3760, runtime errors: 0, failed runs: 30, ok runs: 0
:::: FAILED :::: size: 7050 / 8071 :::: Compiler calls: 4214, compilation errors: 4170, runtime errors: 0, failed runs: 31, ok runs: 0
:::: FAILED :::: size: 7049 / 8071 :::: Compiler calls: 4217, compilation errors: 4182, runtime errors: 0, failed runs: 32, ok runs: 0
:::: FAILED :::: size: 7049 / 8071 :::: Compiler calls: 4217, compilation errors: 4182, runtime errors: 0, failed runs: 33, ok runs: 0
:::: FAILED :::: size: 7050 / 8071 :::: Compiler calls: 4217, compilation errors: 4182, runtime errors: 0, failed runs: 34, ok runs: 0
:::: FAILED :::: size: 7035 / 8071 :::: Compiler calls: 4653, compilation errors: 4604, runtime errors: 0, failed runs: 35, ok runs: 0
